id,name,relative_velocity_kph,estimated_diameter_min_m,estimated_diameter_max_m,is_potentially_hazardous
2066063,66063 (1998 RO1),69168.0049425648,623.096019112,1393.285055244,False
2066146,66146 (1998 TU3),88431.3838277647,3569.0692667044,7980.6814967565,False
2066253,66253 (1999 GT3),131312.1150441526,555.334911581,1241.766612574,False
2066272,66272 (1999 JW6),74498.754007606,956.213732844,2138.1589076579,False
2066391,66391 Moshup (1999 KW4),70803.1696012146,1248.9785406727,2792.8009193826,True
2066400,66400 (1999 LT7),56777.3650285024,372.0103103398,831.8403422506,False
2066407,66407 (1999 LQ28),41117.2364790252,453.476698997,1014.0047251696,False
2066959,66959 (1999 XO35),53924.4029597713,1087.8148335624,2432.4279147781,False
2067367,67367 (2000 LY27),25127.913332662,1019.8938585185,2280.5519974819,True
2067381,67381 (2000 OL8),46124.7267294317,291.4439045349,651.6883821679,True
2067399,67399 (2000 PJ6),42251.2259160182,552.7833794322,1236.0612132424,False
2068063,68063 (2000 YJ66),6162.4111174577,2053.7849951844,4592.4028604013,False
2068216,68216 (2001 CV26),48504.7443008189,1289.8968334309,2884.2970035133,True
2068267,68267 (2001 EA16),87012.1460841523,1063.053144865,2377.0590956131,False
2068278,68278 (2001 FC7),2827.5074802415,537.7184976927,1202.3751135999,False
2068346,68346 (2001 KZ66),48279.3870885412,1097.8802602898,2454.9348931633,True
2068347,68347 (2001 KB67),57252.4768421698,275.7750529244,616.6517648376,True
2068348,68348 (2001 LO7),137580.393002724,3720.103103398,8318.4034225059,False
2068372,68372 (2001 PM9),48882.3899995498,431.077123878,963.9177525363,True
2068548,68548 (2001 XR31),56649.9307214696,1295.8507266948,2897.6103135821,True
2068950,68950 (2002 QF15),47855.3401095566,1401.3769716619,3133.5741707387,True
2069230,69230 Hermes (1937 UB),73925.571628652,773.6686099821,1729.9756039778,True
2085182,85182 (1991 AQ),60095.7896735405,996.6782399685,2228.6402962644,True
2085184,85184 (1991 JG1),64656.8572803498,552.7833794322,1236.0612132424,False
2085236,85236 (1993 KH),54919.2410072831,472.6666671883,1056.9147985314,True
2085275,85275 (1994 LY),39463.4695084153,1338.3046181583,2992.5401008038,False
2085490,85490 (1997 SE5),21804.9062552109,2914.4390453486,6516.883821679,False
2085585,85585 Mjolnir (1998 FG2),66864.509190625,124.8978540673,279.2800919383,True
2085628,85628 (1998 KV2),36343.8343214417,930.1542539614,2079.8881414182,False
2085640,85640 (1998 OX4),22897.8770128585,157.2370823638,351.5928047493,True
2085713,85713 (1998 SS49),64372.1398405063,1864.4681832003,4169.0775995214,True
2085770,85770 (1998 UP1),100174.5533794615,190.7897226199,426.6187891865,False
2085774,85774 (1998 UT18),29689.4568429523,404.1615334029,903.7326625794,True
2085818,85818 (1998 XM4),118063.0776155584,2190.5591097046,4898.2390780308,False
2085867,85867 (1999 BY9),27464.5820490414,581.5070396458,1300.2892700427,False
2085938,85938 (1999 DJ4),84101.3961118578,477.0401980121,1066.694310755,True
2085953,85953 (1999 FK21),74059.6139681638,640.5528629449,1432.3197447269,False
2085989,85989 (1999 JD6),73217.7232599568,1024.6014746756,2291.0785472212,True
2085990,85990 (1999 JV6),24857.6904112802,234.7226375313,524.8557733779,True
2086039,86039 (1999 NC43),38117.2187284628,1716.1489407741,3837.4256910852,True
2086324,86324 (1999 WA2),62255.3198198983,1813.6562490286,4055.4586606451,False
2086450,86450 (2000 CK33),60504.7257967774,545.1989071318,1219.1018176054,False
2086666,86666 (2000 FL10),58855.8621663389,1118.2913782459,2500.5755404097,False
2086667,86667 (2000 FO10),52215.1200138002,825.1919385245,1845.1852690256,False
2086819,86819 (2000 GK137),34715.6438141379,848.3107618858,1896.8805296212,True
2086829,86829 (2000 GR146),50401.6653118126,1830.4378036831,4092.9833576208,False
2086878,86878 (2000 HD24),78100.7503808228,784.4314124479,1754.0419619197,False
2087024,87024 (2000 JS66),33071.7231741354,477.0401980121,1066.694310755,False
2087025,87025 (2000 JT66),68765.1000083291,628.8614555917,1406.1769631325,False
