id,name,relative_velocity_kph,estimated_diameter_min_m,estimated_diameter_max_m,is_potentially_hazardous
2087311,87311 (2000 QJ1),37374.6104200213,1332.1556669813,2978.7906279817,False
2087684,87684 (2000 SY2),135516.7919146396,1700.4151927129,3802.2439608794,True
2088213,88213 (2001 AF2),109760.2379824212,337.7185971644,755.1617405255,False
2088254,88254 (2001 FM129),74321.5944764704,742.2581530009,1659.7396869634,True
2088263,88263 (2001 KQ1),77520.1826057296,1934.4387204589,4325.5364772538,False
2088264,88264 (2001 KN20),30265.8946106012,1053.307015051,2355.2660868313,False
2088710,88710 (2001 SL9),53836.3319063238,810.1304882431,1811.5068423567,False
2088959,88959 (2001 TZ44),128922.4983433039,860.111940119,1923.2687663652,False
2089136,89136 (2001 US16),50702.1257816867,233.6441849736,522.4442801486,True
2089355,89355 (2001 VS78),43429.011597139,1847.374636151,4130.8552663426,False
2089830,89830 (2002 CE),93652.5168920358,2645.7875993204,5916.1609261063,True
2089958,89958 (2002 LY45),145064.4465643092,956.213732844,2138.1589076579,True
2090075,90075 (2002 VU94),12793.9065854755,2231.2846441686,4989.3041415123,True
2090147,90147 (2002 YK14),50379.4449766152,578.8352574915,1294.3149835245,False
2090367,90367 (2003 LC5),59400.1912697118,692.7156135897,1548.9592010621,False
2090373,90373 (2003 SZ219),23374.8302996628,461.9074602816,1032.8564805039,False
2090403,90403 (2003 YE45),63738.6939361872,738.8477865704,1652.1138757967,True
2090416,90416 (2003 YK118),42372.9951253268,449.3191996308,1004.7082739702,True
2096189,96189 Pygmalion (1991 NT3),39805.5951224474,1344.4819516043,3006.3530383087,False
2096315,96315 (1997 AP10),63206.7614645785,1038.8551010162,2322.9506246446,False
2096536,96536 (1998 SO10),45636.917089936,2160.5035119642,4831.0327183789,False
2096590,96590 (1998 XB),41338.581157854,1474.1951450421,3296.4005564144,False
2096631,96631 (1999 FP59),16007.2020503383,617.3834404717,1380.5113410775,False
2096744,96744 (1999 OW3),153006.6092831204,2941.4060178126,6577.183805256,False
2098943,98943 Torifune (2001 CC21),7199.8085758815,481.4541966183,1076.564311691,False
2099248,99248 (2001 KY66),42793.1445157592,1307.8410858413,2924.4215717083,True
2099799,99799 (2002 LJ3),13581.5037088905,525.4785303417,1175.0057145608,False
2099907,99907 (1989 VA),80961.5170443827,689.5328744512,1541.8423799937,False
2099935,99935 (2002 AV4),65837.9429088124,1565.1464359352,3499.7738254925,False
2099942,99942 Apophis (2004 MN4),50965.8329757611,404.1615334029,903.7326625794,True
2100004,100004 (1983 VA),35525.4449854246,1350.687798326,3020.2297334364,False
2100085,100085 (1992 UY4),39880.7360503484,702.3522476962,1570.5073699984,True
2100756,100756 (1998 FM5),11711.851844651,1434.0192346452,3206.5644897089,False
2100926,100926 (1998 MQ),57020.8258266134,1254.7435636786,2805.6919027157,False
2101869,101869 (1999 MM),45716.313106854,337.7185971644,755.1617405255,True
2101955,101955 Bennu (1999 RQ36),23350.1159564919,241.2986969214,539.5602891983,True
2102873,102873 (1999 WK11),22044.1926820391,791.6896669423,1770.2719123671,False
2105140,105140 (2000 NL10),204027.7215205573,1890.4055192905,4227.0752461745,False
2105141,105141 (2000 NF11),29173.226272817,404.1615334029,903.7326625794,False
2106538,106538 (2000 WK63),26765.5976003598,1467.4218336083,3281.2549716154,False
2106589,106589 (2000 WN107),51541.033618876,1661.7090173978,3715.6943217258,False
2108519,108519 (2001 LF),31474.7452706397,686.3647586707,1534.7582577479,False
2108906,108906 (2001 PL9),69315.0111666936,699.1252322458,1563.2915440869,False
2111253,111253 (2001 XU10),87501.5535716003,2368.9449935595,5297.1220405568,True
2112221,112221 (2002 KH4),49139.0345800357,2091.9677090096,4677.7820040799,False
2112985,112985 (2002 RS28),85077.4537487567,1772.3723925698,3963.14515123,False
2136564,136564 (1977 VA),26762.6349444996,370.3010782229,828.0183830478,False
2136582,136582 (1992 BA),17920.2134723989,280.902093949,628.116177092,False
2136617,136617 (1994 CC),28520.6942660868,676.9474811371,1513.7005850198,True
2136618,136618 (1994 CN2),31581.6525118004,1128.6388009693,2523.7130810112,True
2136770,136770 (1996 PC1),53528.1656850277,205.3784995184,459.2402860401,False
2136773,136773 (1996 TR6),34157.139589775,504.1444338579,1127.3012245845,False
2136793,136793 (1997 AQ18),63632.7722360142,568.2703233897,1270.6910726951,False
2136795,136795 Tatsunokingo (1997 BQ),35813.004674151,634.6802389983,1419.1881583761,True
2136818,136818 Selqet (1997 MW1),62961.4768328935,425.1625240058,950.6923051623,False
2136839,136839 (1997 WT22),32234.0703124874,451.3931628243,1009.3457966538,False
2136849,136849 (1998 CS1),64140.8483174382,766.5755735311,1714.1150923063,True
2136874,136874 (1998 FH74),31327.0679198288,1881.719894893,4207.6535995946,False
2136900,136900 (1998 HL49),54121.0323757025,884.2090926555,1977.151637501,False
2136923,136923 (1998 JH2),30620.821824057,1453.9684293722,3251.1722452148,False
2136993,136993 (1998 ST49),95049.6757062836,715.4099508838,1599.7052819559,False
2137032,137032 (1998 UO1),128410.9286802512,1237.527836584,2767.1963666501,False
2137044,137044 (1998 UC50),39471.9632745498,1160.2590820944,2594.4181790745,False
2137052,137052 Tjelvar (1998 VO33),170819.3164160873,1038.8551010162,2322.9506246446,False
2137062,137062 (1998 WM),54265.4737965569,1176.3998937399,2630.5101311259,False
2137064,137064 (1998 WP5),39678.055735041,453.476698997,1014.0047251696,False
2137078,137078 (1998 XZ4),77868.3017421079,1434.0192346452,3206.5644897089,False
2137084,137084 (1998 XS16),87248.1093839212,1344.4819516043,3006.3530383087,False
2137099,137099 (1998 YW3),76604.2021811826,584.1911541862,1306.2911326144,False
2137108,137108 (1999 AN10),72203.9372080632,652.4616297891,1458.9485569187,True
2137120,137120 (1999 BJ8),51940.5858350179,584.1911541862,1306.2911326144,True
2137125,137125 (1999 CT3),55341.1088609188,459.7851882794,1028.1109360402,False
2137126,137126 (1999 CF9),43480.4883542323,649.4638409061,1452.2452971941,True
2137158,137158 (1999 FB),81179.9508977006,692.7156135897,1548.9592010621,False
2137170,137170 (1999 HF1),83456.4599852393,3108.5293813308,6950.8830067111,False
2137175,137175 (1999 JA11),35265.8289365462,573.5284639528,1282.4486324295,False
2137199,137199 (1999 KX4),34692.1357479787,1082.8167784033,2421.2519236872,False
2137427,137427 (1999 TF211),31150.7759186842,2336.4418497365,5224.4428014861,True
2137671,137671 (1999 XP35),39643.8618419852,477.0401980121,1066.694310755,False
2137799,137799 (1999 YB),10797.1660302099,464.0395282463,1037.6239294056,False
2137802,137802 (1999 YT),51621.3797741273,1092.8359586958,2443.6554919,False
2137805,137805 (1999 YK5),122644.0350837425,1203.8017673838,2691.7825833046,False
2137911,137911 (2000 AB246),4609.0253785603,749.1261831301,1675.0970692038,False
2137924,137924 (2000 BD19),105195.870177611,840.5334020728,1879.4898243938,False
2137925,137925 (2000 BJ19),151359.4960064273,1623.883902199,3631.1147928846,False
2138013,138013 (2000 CN101),66994.8273703717,3023.8133257187,6761.4521475767,False
2138095,138095 (2000 DK79),119574.3777112116,1700.4151927129,3802.2439608794,True
2138127,138127 (2000 EE14),86358.583490918,1005.900390178,2249.2616510316,True
2138155,138155 (2000 ES70),45914.0746613616,956.213732844,2138.1589076579,False
2138175,138175 (2000 EE104),47713.5253593907,212.1069878758,474.2856433931,True
2138205,138205 (2000 EZ148),19287.3102912242,2609.4860325471,5834.9881551116,False
2138258,138258 (2000 GD2),89539.6478763715,425.1625240058,950.6923051623,False
2138325,138325 (2000 GO82),126684.554291753,1226.1821131815,2741.8265578682,False
2138359,138359 (2000 GX127),49634.0272029362,676.9474811371,1513.7005850198,False
2138404,138404 (2000 HA24),35763.7016497596,352.0099800547,787.1182441607,True
2138524,138524 (2000 OJ8),10118.9419114127,1128.6388009693,2523.7130810112,True
2138727,138727 (2000 SU180),13231.9426829049,360.2093458029,805.452583346,True
2138815,138815 (2000 TQ64),14014.1015402972,655.4732558369,1465.6827574844,False
2138846,138846 (2000 VJ61),56292.5616278688,1608.9960450959,3597.8245323628,False
2138847,138847 (2000 VE62),42557.9202113429,1024.6014746756,2291.0785472212,False
2138852,138852 (2000 WN10),46518.4307328088,231.5021222103,517.6544821978,False
2138859,138859 (2000 WN63),35720.5942670092,425.1625240058,950.6923051623,False
2138877,138877 (2000 XG47),68071.6358109457,1170.9948272004,2618.4240349208,False
2138883,138883 (2000 YL29),49401.5621915502,1133.8483609746,2535.362011316,False
2138893,138893 (2000 YH66),87820.4680892456,611.7232350672,1367.8547370263,False
2138937,138937 (2001 BK16),88838.6371885703,732.0739893473,1636.96720474,False
2138947,138947 (2001 BA40),34754.6536685977,457.6726672313,1023.3871953728,False
2138971,138971 (2001 CB21),32898.8539421803,525.4785303417,1175.0057145608,True
2139047,139047 (2001 EB16),90416.5710953627,876.1026149677,1959.0250023331,False
2139056,139056 (2001 FY),5682.7801242858,387.7528303812,867.0416872003,False
2139211,139211 (2001 GN2),59150.6488464473,752.5839924835,1682.8289659712,True
2139289,139289 (2001 KR1),151193.676235648,732.0739893473,1636.96720474,False
2139345,139345 (2001 KA67),56374.0489107428,1192.7652464423,2667.1041722442,False
2139359,139359 (2001 ME1),68990.6439475978,1319.942390415,2951.4809113515,True
2139622,139622 (2001 QQ142),23450.557730868,540.2004935068,1207.9250249602,True
2140039,140039 (2001 SO73),60149.7659172557,643.5095206225,1438.9310322802,True
2140158,140158 (2001 SX169),47886.5270829294,535.2479056134,1196.850701766,True
2140288,140288 (2001 SN289),114883.3633306064,1192.7652464423,2667.1041722442,True
2140333,140333 (2001 TD2),76182.2258791763,377.185489265,843.412394123,False
2141018,141018 (2001 WC47),22398.5697188134,413.5756648806,924.7833005128,False
2141052,141052 (2001 XR1),72638.2877476122,856.1600847231,1914.4321490629,False
2141053,141053 (2001 XT1),43149.9893715349,449.3191996308,1004.7082739702,True
2141056,141056 (2001 XV4),80817.3831630751,913.1770255179,2041.925904549,False
2141078,141078 (2001 XQ30),30733.510538069,490.4050984179,1096.5791365749,False
2141354,141354 (2002 AJ29),30363.4358570613,896.5096664153,2004.6565565902,False
2141424,141424 (2002 CD),69253.9815373182,197.0402621378,440.5954204445,False
2141432,141432 (2002 CQ11),36304.3921502174,258.5562120799,578.1492662155,True
2141447,141447 (2002 CW59),25536.8431607794,983.0033018559,2198.0622050566,False
2141484,141484 (2002 DB4),59179.5233019022,1447.2880512552,3236.2344656297,False
2141495,141495 (2002 EZ11),121373.2880245105,540.2004935068,1207.9250249602,True
2141498,141498 (2002 EZ16),81216.6696845453,530.3407233187,1185.8779085771,False
2141525,141525 (2002 FV5),78757.4801592533,646.4798256118,1445.5728361502,True
2141526,141526 (2002 FA6),68984.3637169002,242.4124811008,542.0507863358,False
2141527,141527 (2002 FG7),55267.8636317047,433.0668854756,968.3669947276,True
2141531,141531 (2002 GB),102691.6792459888,393.1470095751,879.1034385607,False
2141593,141593 (2002 HK12),45791.404905344,576.1757510611,1288.3681463596,True
2141614,141614 (2002 JV15),29321.2335589154,331.5545380858,741.3784854083,True
2141670,141670 (2002 JS100),10365.8732114021,1133.8483609746,2535.362011316,False
2141761,141761 (2002 MC),36547.5179973305,864.0820364505,1932.1461716397,False
2141765,141765 (2002 MP3),61315.3441230642,1467.4218336083,3281.2549716154,False
2141851,141851 (2002 PM6),119295.6921392209,728.7104148984,1629.446023625,True
2141874,141874 (2002 PO34),32208.4097646566,722.0295576574,1614.5071726861,False
2142040,142040 (2002 QE15),58390.1869841788,1494.7032423559,3342.2580560972,False
2142348,142348 (2002 RX211),36319.8725419259,573.5284639528,1282.4486324295,False
2142464,142464 (2002 TC9),31224.0709085365,570.8933400239,1276.5563161953,False
2142555,142555 (2002 TB58),46723.9943271398,1401.3769716619,3133.5741707387,False
2142561,142561 (2002 TX68),33800.2830502655,608.9126221057,1361.5700153859,False
2142563,142563 (2002 TR69),41729.8670034376,960.6274148961,2148.0282007576,False
2143381,143381 (2003 BC21),7869.7092350981,1522.4918503603,3404.3952725951,False
2143404,143404 (2003 BD44),77494.8769707002,1082.8167784033,2421.2519236872,True
2143487,143487 (2003 CR20),85428.5313491521,433.0668854756,968.3669947276,True
2143527,143527 (2003 EN16),38869.9897015973,497.2273129092,1111.8340719346,False
2143624,143624 (2003 HM16),91712.0293732775,1740.0229506708,3890.8096001097,False
2143637,143637 (2003 LP6),172448.5215001399,1283.9702958217,2871.0448625479,False
2143649,143649 (2003 QQ47),106324.8821822819,884.2090926555,1977.151637501,True
2143651,143651 (2003 QO104),38692.2231897196,1608.9960450959,3597.8245323628,True
2143678,143678 (2003 SA224),29388.5747656069,1401.3769716619,3133.5741707387,False
2143947,143947 (2003 YQ117),70256.2252888174,2251.9304667857,5035.4696043357,False
2143992,143992 (2004 AF),77601.2825818206,1557.9552412783,3483.6938254003,True
2144332,144332 (2004 DV24),107758.7689804276,1266.3535629288,2831.6526502578,True
2144411,144411 (2004 EW9),45520.9719231175,1307.8410858413,2924.4215717083,False
2144861,144861 (2004 LA12),114338.8227013801,2293.7969799646,5129.0859737846,False
2144898,144898 (2004 VD17),56055.0928987037,443.1543090961,990.9231596608,True
2144900,144900 (2004 VG64),113127.608485377,584.1911541862,1306.2911326144,True
2144901,144901 (2004 WG1),60665.5332992354,821.4005259621,1836.7074128054,False
2144922,144922 (2005 CK38),6166.5019690971,900.647767018,2013.9096308356,False
2145656,145656 (4788 P-L),12576.6139440774,1369.4777372983,3062.2453142716,False
2152558,152558 (1990 SA),70114.9438429996,1128.6388009693,2523.7130810112,False
2152560,152560 (1991 BN),27545.8340723831,378.9264983795,847.3054088524,True
2152561,152561 (1991 RB),45538.3051983328,402.3045798343,899.5803881691,True
2152563,152563 (1992 BF),82093.2387520302,303.7770613871,679.2661592667,False
2152564,152564 (1992 HF),62360.4527455658,315.1773332628,704.7579421428,False
2152575,152575 (1994 GY),16791.4781204054,1019.8938585185,2280.5519974819,False
2152637,152637 (1997 NC1),37815.9097235206,708.8510330298,1585.0390957756,True
2152664,152664 (1998 FW4),54341.5834728274,308.003021266,688.7156928262,True
2152667,152667 (1998 FR11),34969.9714876969,1375.7989593246,3076.3799964233,False
2152671,152671 (1998 HL3),81609.8856396246,237.9879546831,532.1572444975,True
2152679,152679 (1998 KU2),28436.6306570346,1307.8410858413,2924.4215717083,False
2152680,152680 (1998 KJ9),64526.0746189172,336.1669211578,751.6920874957,True
2152685,152685 (1998 MZ),60288.0770587918,361.8719965994,809.1703835499,True
2152742,152742 (1998 XE12),94966.2847546999,402.3045798343,899.5803881691,False
2152754,152754 (1999 GS6),38039.8440169087,380.6755436269,851.2163929215,True
2152756,152756 (1999 JV3),42122.9469506612,425.1625240058,950.6923051623,False
2152770,152770 (1999 RR28),59588.7059295889,552.7833794322,1236.0612132424,True
2152787,152787 (1999 TB10),39337.0006826491,499.5224099063,1116.966064835,False
2152828,152828 (1999 VT25),72226.2459035887,148.0999720661,331.1616050056,True
2152889,152889 (2000 CF59),119327.2819379809,1313.877806011,2937.9200883689,False
2152895,152895 (2000 CQ101),8550.1886251687,617.3834404717,1380.5113410775,False
2152931,152931 (2000 EA107),76712.118521886,1460.6796427136,3266.1789744576,False
2152941,152941 (2000 FM10),78249.3885301464,799.0150812386,1786.652036697,False
2152942,152942 (2000 FN10),57349.2809327476,1192.7652464423,2667.1041722442,False
2152952,152952 (2000 GC2),87963.1470299808,813.869880675,1819.8683780289,False
2152964,152964 (2000 GP82),42068.5600295581,732.0739893473,1636.96720474,False
2152978,152978 (2000 GJ147),49587.425883576,322.5187564536,721.1738634489,True
2153002,153002 (2000 JG5),140267.8839313127,586.8876580364,1312.3206985251,True
2153195,153195 (2000 WB1),101680.5051374825,836.6715018881,1870.8543530587,False
2153201,153201 (2000 WO107),136040.9445653414,366.9061375314,820.4270648822,True
2153220,153220 (2000 YN29),19989.1996933805,868.0704579141,1941.0645531552,True
2153243,153243 (2001 AU47),104603.580117473,840.5334020728,1879.4898243938,False
2153249,153249 (2001 BW15),93074.138542561,2053.7849951844,4592.4028604013,False
2153267,153267 (2001 CB32),42642.9169966652,732.0739893473,1636.96720474,False
2153271,153271 (2001 CL42),52836.9539367848,876.1026149677,1959.0250023331,False
2153311,153311 (2001 MG1),66861.7566011784,880.1465209007,1968.067450894,True
2153315,153315 (2001 NH6),107491.5211576684,327.0054392819,731.2063912466,False
2153349,153349 (2001 PJ9),49877.376273445,494.942760925,1106.7256583997,False
2153415,153415 (2001 QP153),115357.0148302147,1053.307015051,2355.2660868313,False
2153460,153460 (2001 RN),53426.9336545361,303.7770613871,679.2661592667,False
2153591,153591 (2001 SN263),24639.1584565967,1005.900390178,2249.2616510316,True
2153792,153792 (2001 VH75),21488.0773988578,620.2331529543,1386.8834919048,False
2153814,153814 (2001 WN5),40097.58283827,586.8876580364,1312.3206985251,True
2153842,153842 (2001 XT30),13214.7404265292,1214.9404079963,2716.6893408911,False
2153953,153953 (2002 AD9),118896.114498376,1154.928175848,2582.497910326,False
2153957,153957 (2002 AB29),121725.2201104692,745.6842609676,1667.4006972752,False
2153958,153958 (2002 AM31),36533.5125912364,568.2703233897,1270.6910726951,True
2154007,154007 (2002 BY),5228.2147432763,631.7641481849,1412.6675810887,False
2154019,154019 (2002 CZ9),66904.8268701715,102.4601474676,229.1078547221,True
2154020,154020 (2002 CA10),51945.7065801966,396.7847540661,887.2376825273,False
2154029,154029 (2002 CY46),86360.24694182,1319.942390415,2951.4809113515,False
2154035,154035 (2002 CV59),134047.4248232795,888.2904163894,1986.2777548083,False
2154144,154144 (2002 FA5),45126.5023540174,836.6715018881,1870.8543530587,False
2154229,154229 (2002 JN97),87757.1128842124,1266.3535629288,2831.6526502578,False
2154244,154244 (2002 KL6),8159.6972530608,813.869880675,1819.8683780289,False
2154268,154268 (2002 RM129),46854.0070284524,649.4638409061,1452.2452971941,False
2154269,154269 (2002 SM),37283.267357239,702.3522476962,1570.5073699984,True
2154275,154275 (2002 SR41),38169.6103351688,250.3542547558,559.8091320902,True
2154276,154276 (2002 SY50),77252.7991240159,799.0150812386,1786.652036697,True
2154278,154278 (2002 TB9),89411.8104484679,1338.3046181583,2992.5401008038,False
2154300,154300 (2002 UO),50746.0739376834,355.267088298,794.4013596028,False
2154302,154302 (2002 UQ3),78538.2616579295,770.113925611,1722.0270880854,True
2154330,154330 (2002 VX94),30200.1788758875,614.5468212287,1374.1684676237,True
2154347,154347 (2002 XK4),72856.4037100157,1608.9960450959,3597.8245323628,False
2154453,154453 (2003 CJ11),40810.2717605461,2262.3249055419,5058.7122759825,False
2154555,154555 (2003 HA),88732.5999214835,1214.9404079963,2716.6893408911,False
2154589,154589 (2003 MX2),25729.8440555439,1260.5351968217,2818.6423881245,False
2154590,154590 (2003 MA3),33296.5571342643,121.4940407996,271.6689340891,True
2154631,154631 (2003 WO25),60013.8790997886,606.1149227377,1355.3141694186,False
2154652,154652 (2004 EP20),64534.1987764548,437.0740040305,977.3271842103,False
2154656,154656 (2004 FE3),23859.0219147311,1401.3769716619,3133.5741707387,False
2154658,154658 (2004 FA18),46930.3518529922,347.1802220654,776.3185769818,False
2154715,154715 (2004 LB6),35174.1029816243,523.0641758041,1169.6070536928,False
2154807,154807 (2004 PP97),42021.3779133743,515.8874662642,1153.5594433068,False
2154988,154988 (2004 XN35),71887.4770605865,557.8982210671,1247.4983468323,False
2154991,154991 Vinciguerra (2005 BX26),6440.7718226902,513.5171786631,1148.2593191046,False
2154993,154993 (2005 EA94),89466.7530539311,670.7411893253,1499.8228946405,False
2155110,155110 (2005 TB),76415.697574349,860.111940119,1923.2687663652,False
2155140,155140 (2005 UD),151687.0221967865,852.2263864536,1905.6361323292,False
2155334,155334 (2006 DZ169),26473.4861723344,951.8203298188,2128.3349598411,False
2155336,155336 (2006 GA1),17176.3251931681,552.7833794322,1236.0612132424,False
2155338,155338 (2006 MZ1),34464.1910778932,221.0828103591,494.3561926196,True
2155340,155340 (2006 SK198),25931.1415617505,1474.1951450421,3296.4005564144,False
2155341,155341 (2006 SA218),41033.3243805896,600.5580277247,1342.8885744257,False
2159399,159399 (1998 UL1),76787.2038476945,1332.1556669813,2978.7906279817,False
2159402,159402 (1999 AP10),9486.4965607498,1266.3535629288,2831.6526502578,False
2159459,159459 (2000 KB),43418.7537138317,1453.9684293722,3251.1722452148,False
2159467,159467 (2000 QK25),21288.0639681878,570.8933400239,1276.5563161953,False
2159495,159495 (2000 UV16),5418.0406733311,852.2263864536,1905.6361323292,False
2159504,159504 (2000 WO67),47172.8896355005,1072.8894545079,2399.0537526223,True
2159533,159533 (2001 HH31),27728.6692234996,780.8272774914,1745.9828711568,False
2159555,159555 (2001 SJ276),52070.2434333803,485.9090374507,1086.5256386213,False
2159608,159608 (2002 AC2),119481.0649297319,1278.0709881794,2857.8536096394,False
2159609,159609 (2002 AQ3),71036.780376388,951.8203298188,2128.3349598411,False
2159635,159635 (2002 CZ46),38641.4867919179,620.2331529543,1386.8834919048,False
2159677,159677 (2002 HQ11),35951.1258648785,342.41673084,765.6670867916,False
2159686,159686 (2002 LB6),100829.0600627242,1434.0192346452,3206.5644897089,False
2159699,159699 (2002 PQ142),82258.3761735172,802.7031672829,1794.8988477988,False
2159856,159856 (2004 JW6),26946.3325413353,673.8371899863,1506.7457625769,False
2159857,159857 (2004 LJ1),52715.5554486899,2140.6958967071,4786.741544192,True
2159923,159923 (2004 YJ32),22003.8589604039,1369.4777372983,3062.2453142716,False
2159928,159928 (2005 CV69),56217.406174295,667.6594134952,1492.931834393,False
2159929,159929 (2005 UK),105629.9159456118,759.5475664291,1698.3999906799,False
2161989,161989 Cacus (1978 CA),63670.6525894513,917.3920591547,2051.3510062884,True
2161995,161995 (1983 LB),54361.321027596,938.760865307,2099.133109443,False
2161998,161998 (1988 PA),26450.576129032,806.4082767588,1803.1837244512,False
2161999,161999 (1989 RC),25026.8145627304,461.9074602816,1032.8564805039,False
2162000,162000 (1990 OS),41424.3592113755,313.7292249562,701.5198735305,True
2162004,162004 (1991 VE),114334.1971363886,584.1911541862,1306.2911326144,False
2162011,162011 Konnohmaru (1994 AB1),24442.7001062111,1272.1987853936,2844.7229650327,False
2162015,162015 (1994 TF2),60341.8726448302,375.4524793607,839.5372661714,False
2162039,162039 (1996 JG),53329.2465502656,435.0658313955,972.8367736878,True
2162058,162058 (1997 AE12),7851.6731874018,670.7411893253,1499.8228946405,False
2162063,162063 (1997 EH29),74995.4068413646,431.077123878,963.9177525363,False
2162080,162080 (1998 DG16),49239.4135343342,271.9912773482,608.1909854376,False
2162082,162082 (1998 HL1),43540.7909556064,398.6162292765,891.332985597,True
2162116,162116 (1998 SA15),86370.0864909088,328.5148278096,734.5814865988,True
2162117,162117 (1998 SD15),68181.1458942467,394.9616937199,883.1611956661,False
2162120,162120 (1998 SH36),73433.0538114332,197.9497586642,442.6291165029,True
2162142,162142 (1998 VR),46589.0145496214,455.5698523357,1018.6851583223,False
2162149,162149 (1998 YQ11),49681.7475451402,836.6715018881,1870.8543530587,False
2162157,162157 (1999 CV8),29622.1369407353,271.9912773482,608.1909854376,False
2162161,162161 (1999 DK3),82235.8646467614,773.6686099821,1729.9756039778,False
2162162,162162 (1999 DB7),67673.1052652281,267.026877056,597.0902489167,True
2162168,162168 (1999 GT6),16686.3058895432,904.8049682253,2023.2054153312,False
2162173,162173 Ryugu (1999 JU3),18468.8150703592,327.0054392819,731.2063912466,True
2162181,162181 (1999 LF6),37194.2361145382,608.9126221057,1361.5700153859,False
2162183,162183 (1999 NB5),76200.715521729,149.4703242356,334.2258056097,True
2162195,162195 (1999 RK45),138243.1851368039,334.6223744549,748.2383760735,False
2162210,162210 (1999 SM5),58264.1122237124,366.9061375314,820.4270648822,False
2162214,162214 (1999 TC10),58626.8817618892,449.3191996308,1004.7082739702,False
2162215,162215 (1999 TL12),68955.5962088312,384.1978910643,859.0926012318,False
2162269,162269 (1999 VO6),115328.6524833271,1072.8894545079,2399.0537526223,False
2162361,162361 (2000 AF6),58003.0737037535,237.9879546831,532.1572444975,True
2162385,162385 (2000 BM19),39885.0166440655,508.8092248706,1137.7320143896,False
2162416,162416 (2000 EH26),63189.9912720679,123.1841912659,275.4482254239,True
2162421,162421 (2000 ET70),48886.6449631504,634.6802389983,1419.1881583761,True
2162422,162422 (2000 EV70),33387.3196372962,201.6299194428,450.8582061718,True
2162433,162433 (2000 FK10),52192.0655304106,356.9069266704,798.0681496756,False
2162452,162452 (2000 HO14),34444.6498583989,530.3407233187,1185.8779085771,False
2162463,162463 (2000 JH5),50379.6024717001,676.9474811371,1513.7005850198,False
2162470,162470 (2000 KX43),108251.1913275558,377.185489265,843.412394123,False
2162472,162472 (2000 LL),57067.5597343121,380.6755436269,851.2163929215,False
2162474,162474 (2000 LB16),98359.6672759698,501.8281005898,1122.1217459384,True
2162483,162483 (2000 PJ5),92883.7925620366,829.0008514522,1853.7022572523,False
2162510,162510 (2000 QW69),82091.8589077372,802.7031672829,1794.8988477988,True
2162566,162566 (2000 RJ34),19657.7670441201,1899.1312347087,4246.5865390018,False
2162567,162567 (2000 RW37),33253.2811942455,269.4976463288,602.6150569674,True
2162581,162581 (2000 SA10),39488.326127132,492.6687055037,1101.640715893,False
2162635,162635 (2000 SS164),11654.6076744734,1209.3582638788,2704.2072871842,False
2162687,162687 (2000 UH1),43781.1990988518,472.6666671883,1056.9147985314,True
2162694,162694 (2000 UH11),79804.6169811048,299.6090838515,669.9462781683,False
2162695,162695 (2000 UL11),98189.5744704715,242.4124811008,542.0507863358,True
2162698,162698 (2000 UN30),62666.0511384193,535.2479056134,1196.850701766,False
2162723,162723 (2000 VM2),72672.0405473981,756.0577623597,1690.5965515526,False
2162740,162740 (2000 WF6),76766.0851596985,545.1989071318,1219.1018176054,False
2162741,162741 (2000 WG6),25562.8745224095,840.5334020728,1879.4898243938,False
2162781,162781 (2000 XL44),19571.3368076937,680.0721287395,1520.6875094646,False
2162783,162783 (2000 YJ11),19055.1825839735,174.8054531691,390.8768761237,True
2162825,162825 (2001 BO61),76840.2497439724,676.9474811371,1513.7005850198,True
2162854,162854 (2001 DE47),39247.8518961806,394.9616937199,883.1611956661,False
2162873,162873 (2001 FB7),35075.800086079,372.0103103398,831.8403422506,False
2162882,162882 (2001 FD58),82227.8375136108,468.3332331362,1047.2249454148,True
2162900,162900 (2001 HG31),16236.3528386064,1692.6024945732,3784.7742367515,False
2162903,162903 (2001 JV2),78137.2015489339,499.5224099063,1116.966064835,False
2162911,162911 (2001 LL5),35838.5004636211,361.8719965994,809.1703835499,False
2162913,162913 (2001 MT18),52071.9959373782,535.2479056134,1196.850701766,False
2162922,162922 (2001 OY13),77974.749338207,174.8054531691,390.8768761237,True
2162926,162926 (2001 OB36),78845.1112915348,1001.2786976992,2238.9272324779,False
2162979,162979 (2001 RA12),73628.2263667064,584.1911541862,1306.2911326144,True
2162980,162980 (2001 RR17),79092.6832855897,1176.3998937399,2630.5101311259,False
2162998,162998 (2001 SK162),35972.4515872462,617.3834404717,1380.5113410775,True
2163000,163000 (2001 SW169),10379.4570229519,377.185489265,843.412394123,False
2163001,163001 (2001 SE170),36202.7160169783,552.7833794322,1236.0612132424,False
2163014,163014 (2001 UA5),32529.4500710903,749.1261831301,1675.0970692038,True
2163015,163015 (2001 UX16),79003.0718794465,102.4601474676,229.1078547221,False
2163023,163023 (2001 XU1),70998.5228750932,331.5545380858,741.3784854083,False
2163026,163026 (2001 XR30),26383.6496933645,150.8533561176,337.3183589129,True
2163051,163051 (2001 YJ4),13455.6604442609,1394.9382293439,3119.1767052261,True
2163067,163067 (2002 AP3),11747.2298114765,267.026877056,597.0902489167,True
2163070,163070 (2002 AO7),21624.1775651262,555.334911581,1241.766612574,False
2163081,163081 (2002 AG29),31435.4587047677,513.5171786631,1148.2593191046,False
